timestamp;deviceId;tipoDispositivo;ubicacion;nombre;tipoEvento;valor;unidad;estadoPrevio;estadoNuevo;severidad
2026-09-06T21:03:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T21:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;285.1;Wh;;;
2026-09-06T21:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;179.6;Wh;;;
2026-09-06T21:40:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T22:00:00;luz-coc-01;LUZ;Cocina;Luz Cocina;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-06T22:00:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-06T22:10:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T22:55:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T23:00:00;luz-liv-01;LUZ;Living;Luz Living;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-06T23:00:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-06T23:00:00;luz-ext-01;LUZ;Exterior;Luz Exterior;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-06T23:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-06T23:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-06T23:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-06T23:50:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;ALERTA;;;;PIN_INCORRECTO;MEDIA
2026-09-06T23:58:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;COMANDO;80;%;;ATENUAR;
2026-09-07T01:08:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;ALERTA;;;;FORZADO;ALTA
2026-09-07T04:05:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;ALTA
2026-09-07T05:10:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;BATERIA_BAJA;BAJA
2026-09-07T07:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;22.9;C;;;
2026-09-07T07:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;20.7;C;;;
2026-09-07T07:04:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T07:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;229.8;Wh;;;
2026-09-07T07:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;315.2;Wh;;;
2026-09-07T07:05:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T08:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-07T08:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-07T08:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-07T08:00:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-07T08:00:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-07T08:30:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-07T08:30:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-07T09:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;52.9;Wh;;;
2026-09-07T09:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;5.5;Wh;;;
2026-09-07T09:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;189.7;Wh;;;
2026-09-07T11:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;20.0;C;;;
2026-09-07T11:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;20.3;C;;;
2026-09-07T11:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;219.2;Wh;;;
2026-09-07T11:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;208.4;Wh;;;
2026-09-07T12:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;144.4;Wh;;;
2026-09-07T12:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;295.1;Wh;;;
2026-09-07T12:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;95.4;Wh;;;
2026-09-07T12:00:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-07T12:00:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-07T12:40:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-07T12:40:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-07T15:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;23.7;C;;;
2026-09-07T15:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;18.4;C;;;
2026-09-07T15:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;110.9;Wh;;;
2026-09-07T15:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;22.4;Wh;;;
2026-09-07T15:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;50.4;Wh;;;
2026-09-07T15:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;257.6;Wh;;;
2026-09-07T15:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;161.1;Wh;;;
2026-09-07T18:00:00;luz-ext-01;LUZ;Exterior;Luz Exterior;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-07T18:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;146.8;Wh;;;
2026-09-07T18:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;836.5;Wh;;;
2026-09-07T18:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;198.0;Wh;;;
2026-09-07T19:00:00;luz-liv-01;LUZ;Living;Luz Living;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-07T19:00:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-07T19:00:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-07T19:20:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-07T19:20:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-07T20:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;23.6;C;;;
2026-09-07T20:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;17.2;C;;;
2026-09-07T20:00:00;luz-coc-01;LUZ;Cocina;Luz Cocina;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-07T20:00:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
